event_id,timestamp,chain_id,scenario,stage,source,identity,asset,action,location,device_trust,mfa_strength,token_age_minutes,privilege_level,data_volume_mb,tool_risk,is_attack,mitre_technique,agentic_risk
evt-0db18f1c4e93,2026-06-03T12:04:00Z,normal-0446,normal_activity,Benign,AI Agent,user-007,support-agent,agent_summarize_ticket,SG,0.876,2,9,1,0.219,0.111,0,—,—
evt-cbe6ae871b47,2026-06-03T12:10:00Z,normal-0447,normal_activity,Benign,SaaS,user-008,document-store,read_project_document,AU,0.833,2,28,1,3.983,0.078,0,—,—
evt-42ad97b8234d,2026-06-03T12:20:00Z,normal-0448,normal_activity,Benign,AI Agent,user-009,support-agent,agent_summarize_ticket,IN,0.924,2,11,1,0.549,0.217,0,—,—
evt-eb7728b52810,2026-06-03T12:27:00Z,normal-0449,normal_activity,Benign,SaaS,user-010,document-store,read_project_document,IN,0.824,2,6,1,4.856,0.034,0,—,—
evt-c57cfd9883fe,2026-06-03T12:30:00Z,normal-0450,normal_activity,Benign,GitHub,user-011,engineering-repo,list_assigned_issues,US,0.933,2,29,1,0.381,0.109,0,—,—
evt-8f22d1dd4d99,2026-06-03T12:39:00Z,normal-0451,normal_activity,Benign,Cloud,user-012,analytics-warehouse,run_approved_query,US,0.917,2,2,2,7.802,0.089,0,—,—
evt-ec8657771067,2026-06-03T12:48:00Z,normal-0452,normal_activity,Benign,Identity,user-013,workforce-sso,interactive_login,GB,0.882,2,5,1,0.043,0.092,0,—,—
evt-8044784d23a3,2026-06-03T12:53:00Z,normal-0453,normal_activity,Benign,Cloud,user-014,analytics-warehouse,run_approved_query,DE,0.831,2,7,2,2.403,0.2,0,—,—
evt-4e148e8419e1,2026-06-03T13:01:00Z,normal-0454,normal_activity,Benign,Identity,user-015,workforce-sso,interactive_login,SG,0.789,2,20,1,0.867,0.08,0,—,—
evt-12aad4032713,2026-06-03T13:08:00Z,normal-0455,normal_activity,Benign,AI Agent,user-016,support-agent,agent_summarize_ticket,AU,0.841,1,17,1,0.523,0.195,0,—,—
evt-1e933e30344d,2026-06-03T13:12:00Z,normal-0456,normal_activity,Benign,SaaS,user-017,document-store,read_project_document,IN,0.799,2,15,1,5.705,0.098,0,—,—
evt-f79762afb153,2026-06-03T13:23:00Z,normal-0457,normal_activity,Benign,SaaS,user-018,document-store,read_project_document,IN,0.924,2,13,1,5.829,0.191,0,—,—
evt-77494aaa9692,2026-06-03T13:28:00Z,normal-0458,normal_activity,Benign,SaaS,user-019,document-store,read_project_document,US,0.924,2,11,1,5.412,0.077,0,—,—
evt-f711582667f8,2026-06-03T13:37:00Z,normal-0459,normal_activity,Benign,Identity,user-020,workforce-sso,interactive_login,US,0.948,2,27,1,0.533,0.212,0,—,—
evt-e0107449e1ee,2026-06-03T13:42:00Z,normal-0460,normal_activity,Benign,SaaS,user-021,document-store,read_project_document,GB,0.803,2,18,1,5.616,0.137,0,—,—
evt-b8592995cb6a,2026-06-03T13:51:00Z,normal-0461,normal_activity,Benign,Cloud,user-022,analytics-warehouse,run_approved_query,DE,0.809,2,31,2,5.67,0.16,0,—,—
evt-3781e4b4d873,2026-06-03T13:56:00Z,normal-0462,normal_activity,Benign,Cloud,user-023,analytics-warehouse,run_approved_query,SG,0.948,1,18,2,3.129,0.21,0,—,—
evt-831d2bc70da2,2026-06-03T14:02:00Z,normal-0463,normal_activity,Benign,Cloud,user-024,analytics-warehouse,run_approved_query,AU,0.971,2,21,2,1.86,0.192,0,—,—
evt-64c399dae8f5,2026-06-03T14:09:00Z,normal-0464,normal_activity,Benign,Cloud,user-025,analytics-warehouse,run_approved_query,IN,0.915,2,35,2,11.716,0.12,0,—,—
evt-36f646f8fe1e,2026-06-03T14:15:00Z,normal-0465,normal_activity,Benign,AI Agent,user-026,support-agent,agent_summarize_ticket,IN,0.898,2,3,1,1.494,0.127,0,—,—
evt-32da6953c9b0,2026-06-03T14:26:00Z,normal-0466,normal_activity,Benign,GitHub,user-027,engineering-repo,list_assigned_issues,US,0.881,2,4,1,0.461,0.155,0,—,—
evt-93f4b022a105,2026-06-03T14:30:00Z,normal-0467,normal_activity,Benign,AI Agent,user-028,support-agent,agent_summarize_ticket,US,0.986,2,9,1,0.352,0.093,0,—,—
evt-57bf4c90a3fe,2026-06-03T14:38:00Z,normal-0468,normal_activity,Benign,Cloud,user-029,analytics-warehouse,run_approved_query,GB,0.8,2,11,2,10.264,0.161,0,—,—
evt-9aee6013cd36,2026-06-03T14:43:00Z,normal-0469,normal_activity,Benign,AI Agent,user-030,support-agent,agent_summarize_ticket,DE,0.915,2,36,1,1.09,0.09,0,—,—
evt-0daa211afadb,2026-06-03T14:51:00Z,normal-0470,normal_activity,Benign,SaaS,user-031,document-store,read_project_document,SG,0.949,1,20,1,3.48,0.075,0,—,—
evt-6f40f2eea3bb,2026-06-03T15:00:00Z,normal-0471,normal_activity,Benign,GitHub,user-032,engineering-repo,list_assigned_issues,AU,0.783,2,32,1,1.807,0.124,0,—,—
evt-03da3561b013,2026-06-03T15:04:00Z,normal-0472,normal_activity,Benign,Cloud,user-033,analytics-warehouse,run_approved_query,IN,0.797,2,16,2,9.573,0.195,0,—,—
evt-201f4227cc3f,2026-06-03T15:13:00Z,normal-0473,normal_activity,Benign,GitHub,user-034,engineering-repo,list_assigned_issues,IN,0.788,2,37,1,1.668,0.186,0,—,—
evt-2c1e317da952,2026-06-03T15:20:00Z,normal-0474,normal_activity,Benign,GitHub,user-035,engineering-repo,list_assigned_issues,US,0.914,2,37,1,0.307,0.175,0,—,—
evt-f277c4feeb63,2026-06-03T15:26:00Z,normal-0475,normal_activity,Benign,GitHub,user-036,engineering-repo,list_assigned_issues,US,0.861,2,5,1,0.784,0.169,0,—,—
evt-ccd1f5271221,2026-06-03T15:36:00Z,normal-0476,normal_activity,Benign,Cloud,user-037,analytics-warehouse,run_approved_query,GB,0.895,2,4,2,12.172,0.033,0,—,—
evt-2a280d9e8f91,2026-06-03T15:43:00Z,normal-0477,normal_activity,Benign,GitHub,user-038,engineering-repo,list_assigned_issues,DE,0.874,2,17,1,1.408,0.12,0,—,—
evt-b0e0ac158aff,2026-06-03T15:50:00Z,normal-0478,normal_activity,Benign,Cloud,user-039,analytics-warehouse,run_approved_query,SG,0.958,2,15,2,7.756,0.159,0,—,—
evt-dd661c6546e3,2026-06-03T15:54:00Z,normal-0479,normal_activity,Benign,AI Agent,user-040,support-agent,agent_summarize_ticket,AU,1.0,2,22,1,1.287,0.083,0,—,—
evt-09502d60d0e5,2026-06-03T16:01:00Z,normal-0480,normal_activity,Benign,AI Agent,user-001,support-agent,agent_summarize_ticket,IN,0.901,2,8,1,0.531,0.154,0,—,—
evt-814358879852,2026-06-03T16:09:00Z,normal-0481,normal_activity,Benign,GitHub,user-002,engineering-repo,list_assigned_issues,IN,0.983,2,31,1,1.924,0.177,0,—,—
evt-b9c0c39afff9,2026-06-03T16:15:00Z,normal-0482,normal_activity,Benign,Cloud,user-003,analytics-warehouse,run_approved_query,US,0.984,1,34,2,7.981,0.073,0,—,—
evt-df852bb6b233,2026-06-03T16:23:00Z,normal-0483,normal_activity,Benign,GitHub,user-004,engineering-repo,list_assigned_issues,US,0.795,2,2,1,1.197,0.081,0,—,—
evt-148602f344cd,2026-06-03T16:31:00Z,normal-0484,normal_activity,Benign,GitHub,user-005,engineering-repo,list_assigned_issues,GB,0.935,2,3,1,1.185,0.067,0,—,—
evt-f0f08266f8f7,2026-06-03T16:35:00Z,normal-0485,normal_activity,Benign,GitHub,user-006,engineering-repo,list_assigned_issues,DE,0.819,2,3,1,0.959,0.173,0,—,—
evt-de2480e9e6d2,2026-06-03T16:42:00Z,normal-0486,normal_activity,Benign,Cloud,user-007,analytics-warehouse,run_approved_query,SG,0.941,2,21,2,7.501,0.04,0,—,—
evt-1fa82577ee65,2026-06-03T16:49:00Z,normal-0487,normal_activity,Benign,Cloud,user-008,analytics-warehouse,run_approved_query,AU,0.865,2,8,2,2.725,0.011,0,—,—
evt-43e6f2f904b6,2026-06-03T16:56:00Z,normal-0488,normal_activity,Benign,AI Agent,user-009,support-agent,agent_summarize_ticket,IN,0.949,2,2,1,0.165,0.131,0,—,—
evt-7ef0c8615a3a,2026-06-03T17:05:00Z,normal-0489,normal_activity,Benign,Cloud,user-010,analytics-warehouse,run_approved_query,IN,0.928,2,11,2,4.725,0.067,0,—,—
evt-cb92967dcadd,2026-06-03T17:10:00Z,normal-0490,normal_activity,Benign,GitHub,user-011,engineering-repo,list_assigned_issues,US,0.811,2,19,1,0.295,0.131,0,—,—
evt-5a5330baa9d0,2026-06-03T17:18:00Z,normal-0491,normal_activity,Benign,Cloud,user-012,analytics-warehouse,run_approved_query,US,0.979,1,25,2,6.767,0.021,0,—,—
evt-10e80e453a5a,2026-06-03T17:27:00Z,normal-0492,normal_activity,Benign,Cloud,user-013,analytics-warehouse,run_approved_query,GB,0.916,2,13,2,9.183,0.16,0,—,—
evt-3d256c596911,2026-06-03T17:35:00Z,normal-0493,normal_activity,Benign,Cloud,user-014,analytics-warehouse,run_approved_query,DE,0.801,2,30,2,8.381,0.109,0,—,—
evt-29f4d9c0041f,2026-06-03T17:39:00Z,normal-0494,normal_activity,Benign,GitHub,user-015,engineering-repo,list_assigned_issues,SG,0.954,2,30,1,0.59,0.112,0,—,—
evt-e70ffb3f102a,2026-06-03T17:45:00Z,normal-0495,normal_activity,Benign,AI Agent,user-016,support-agent,agent_summarize_ticket,AU,0.906,2,26,1,1.175,0.182,0,—,—
evt-252a0a7a96a9,2026-06-03T17:52:00Z,normal-0496,normal_activity,Benign,Cloud,user-017,analytics-warehouse,run_approved_query,IN,0.832,2,11,2,7.926,0.215,0,—,—
evt-44f7e552d01a,2026-06-03T18:02:00Z,normal-0497,normal_activity,Benign,AI Agent,user-018,support-agent,agent_summarize_ticket,IN,0.953,2,16,1,1.472,0.046,0,—,—
evt-bc610a406148,2026-06-03T18:06:00Z,normal-0498,normal_activity,Benign,GitHub,user-019,engineering-repo,list_assigned_issues,US,0.902,2,12,1,1.69,0.075,0,—,—
evt-09878b35c0cc,2026-06-03T18:16:00Z,normal-0499,normal_activity,Benign,Cloud,user-020,analytics-warehouse,run_approved_query,US,0.922,1,14,2,11.027,0.182,0,—,—
evt-e5d7535709fc,2026-06-03T18:24:00Z,normal-0500,normal_activity,Benign,AI Agent,user-021,support-agent,agent_summarize_ticket,GB,0.844,2,29,1,0.309,0.051,0,—,—
evt-88d6e81c4e5d,2026-06-03T18:29:00Z,normal-0501,normal_activity,Benign,GitHub,user-022,engineering-repo,list_assigned_issues,DE,0.998,2,33,1,1.391,0.095,0,—,—
evt-8911ccf620d1,2026-06-03T18:35:00Z,normal-0502,normal_activity,Benign,AI Agent,user-023,support-agent,agent_summarize_ticket,SG,0.961,2,19,1,0.101,0.192,0,—,—
evt-3a9865eeee79,2026-06-03T18:42:00Z,normal-0503,normal_activity,Benign,Cloud,user-024,analytics-warehouse,run_approved_query,AU,0.9,2,31,2,10.253,0.039,0,—,—
evt-04d986a2ddb4,2026-06-03T18:52:00Z,normal-0504,normal_activity,Benign,SaaS,user-025,document-store,read_project_document,IN,0.81,1,2,1,5.562,0.04,0,—,—
evt-2123682a628b,2026-06-03T18:58:00Z,normal-0505,normal_activity,Benign,Cloud,user-026,analytics-warehouse,run_approved_query,IN,0.977,2,28,2,2.784,0.141,0,—,—
evt-3c8e559ef048,2026-06-03T19:05:00Z,normal-0506,normal_activity,Benign,AI Agent,user-027,support-agent,agent_summarize_ticket,US,0.782,2,16,1,0.36,0.16,0,—,—
evt-bb4b53805218,2026-06-03T19:11:00Z,normal-0507,normal_activity,Benign,GitHub,user-028,engineering-repo,list_assigned_issues,US,0.805,2,6,1,0.797,0.04,0,—,—
evt-bf2a299d3668,2026-06-03T19:20:00Z,normal-0508,normal_activity,Benign,AI Agent,user-029,support-agent,agent_summarize_ticket,GB,0.799,2,5,1,0.21,0.154,0,—,—
evt-f0dc56346979,2026-06-03T19:27:00Z,normal-0509,normal_activity,Benign,Cloud,user-030,analytics-warehouse,run_approved_query,DE,0.88,2,37,2,5.466,0.164,0,—,—
evt-5e5aa8010917,2026-06-03T19:33:00Z,normal-0510,normal_activity,Benign,AI Agent,user-031,support-agent,agent_summarize_ticket,SG,0.945,2,37,1,1.073,0.065,0,—,—
evt-81b7eba59649,2026-06-03T19:40:00Z,normal-0511,normal_activity,Benign,Identity,user-032,workforce-sso,interactive_login,AU,0.843,2,33,1,0.578,0.026,0,—,—
evt-ffbb4b1b93f2,2026-06-03T19:46:00Z,normal-0512,normal_activity,Benign,AI Agent,user-033,support-agent,agent_summarize_ticket,IN,0.818,2,10,1,1.138,0.148,0,—,—
evt-407b7dabceb5,2026-06-03T19:53:00Z,normal-0513,normal_activity,Benign,Identity,user-034,workforce-sso,interactive_login,IN,0.855,2,10,1,0.808,0.135,0,—,—
evt-a00db0c40bb1,2026-06-03T19:59:00Z,normal-0514,normal_activity,Benign,SaaS,user-035,document-store,read_project_document,US,0.826,2,23,1,4.566,0.021,0,—,—
evt-87ad45fab737,2026-06-03T20:07:00Z,normal-0515,normal_activity,Benign,AI Agent,user-036,support-agent,agent_summarize_ticket,US,0.831,2,25,1,0.522,0.11,0,—,—
evt-665ef2622687,2026-06-03T20:13:00Z,normal-0516,normal_activity,Benign,GitHub,user-037,engineering-repo,list_assigned_issues,GB,0.992,2,3,1,0.649,0.03,0,—,—
evt-e09c2f4256e9,2026-06-03T20:23:00Z,normal-0517,normal_activity,Benign,GitHub,user-038,engineering-repo,list_assigned_issues,DE,0.839,2,17,1,0.92,0.147,0,—,—
evt-17a7a324c455,2026-06-03T20:29:00Z,normal-0518,normal_activity,Benign,AI Agent,user-039,support-agent,agent_summarize_ticket,SG,0.854,2,12,1,1.179,0.076,0,—,—
evt-c3adfd03b847,2026-06-03T20:33:00Z,normal-0519,normal_activity,Benign,Cloud,user-040,analytics-warehouse,run_approved_query,AU,0.857,2,17,2,2.27,0.051,0,—,—
evt-579a6113075d,2026-06-03T20:40:00Z,normal-0520,normal_activity,Benign,AI Agent,user-001,support-agent,agent_summarize_ticket,IN,0.92,2,8,1,0.404,0.028,0,—,—
evt-bfce4c754e4a,2026-06-03T20:51:00Z,normal-0521,normal_activity,Benign,Identity,user-002,workforce-sso,interactive_login,IN,0.933,2,30,1,0.13,0.149,0,—,—
evt-9513bb62daeb,2026-06-03T20:54:00Z,normal-0522,normal_activity,Benign,GitHub,user-003,engineering-repo,list_assigned_issues,US,0.837,2,18,1,0.625,0.173,0,—,—
evt-709e7727d762,2026-06-03T21:04:00Z,normal-0523,normal_activity,Benign,Identity,user-004,workforce-sso,interactive_login,US,0.888,2,26,1,0.389,0.047,0,—,—
evt-cc75881d361e,2026-06-03T21:11:00Z,normal-0524,normal_activity,Benign,Cloud,user-005,analytics-warehouse,run_approved_query,GB,0.937,2,5,2,8.982,0.025,0,—,—
evt-cd58ed597a16,2026-06-03T21:17:00Z,normal-0525,normal_activity,Benign,Identity,user-006,workforce-sso,interactive_login,DE,0.926,2,22,1,0.777,0.2,0,—,—
evt-0cf4f40ae50f,2026-06-03T21:26:00Z,normal-0526,normal_activity,Benign,Identity,user-007,workforce-sso,interactive_login,SG,0.899,1,31,1,0.004,0.035,0,—,—
evt-9a18efcb829a,2026-06-03T21:33:00Z,normal-0527,normal_activity,Benign,Identity,user-008,workforce-sso,interactive_login,AU,0.86,2,22,1,0.935,0.027,0,—,—
evt-b1c487b5bc4b,2026-06-03T21:39:00Z,normal-0528,normal_activity,Benign,SaaS,user-009,document-store,read_project_document,IN,0.846,2,7,1,1.882,0.142,0,—,—
evt-2c7717db7ed7,2026-06-03T21:45:00Z,normal-0529,normal_activity,Benign,Identity,user-010,workforce-sso,interactive_login,IN,0.938,2,32,1,0.487,0.092,0,—,—
evt-667b3a4e4c76,2026-06-03T21:54:00Z,normal-0530,normal_activity,Benign,Identity,user-011,workforce-sso,interactive_login,US,0.788,1,3,1,0.643,0.095,0,—,—
evt-48cd13161881,2026-06-03T21:58:00Z,normal-0531,normal_activity,Benign,SaaS,user-012,document-store,read_project_document,US,0.943,2,5,1,4.07,0.018,0,—,—
evt-6ed74dc4e86c,2026-06-03T22:05:00Z,normal-0532,normal_activity,Benign,SaaS,user-013,document-store,read_project_document,GB,0.783,2,20,1,0.311,0.182,0,—,—
evt-6a9514400203,2026-06-03T22:11:00Z,normal-0533,normal_activity,Benign,Cloud,user-014,analytics-warehouse,run_approved_query,DE,0.911,2,5,2,11.631,0.179,0,—,—
evt-ebd3f2cb32c9,2026-06-03T22:21:00Z,normal-0534,normal_activity,Benign,AI Agent,user-015,support-agent,agent_summarize_ticket,SG,0.9,2,14,1,0.269,0.17,0,—,—
evt-a56cb5665890,2026-06-03T22:29:00Z,normal-0535,normal_activity,Benign,GitHub,user-016,engineering-repo,list_assigned_issues,AU,0.902,2,38,1,0.62,0.019,0,—,—
evt-993c67ec9340,2026-06-03T22:32:00Z,normal-0536,normal_activity,Benign,Identity,user-017,workforce-sso,interactive_login,IN,0.781,2,6,1,0.791,0.158,0,—,—
evt-09bc609f8824,2026-06-03T22:43:00Z,normal-0537,normal_activity,Benign,SaaS,user-018,document-store,read_project_document,IN,0.811,2,29,1,2.614,0.097,0,—,—
evt-0368c2494787,2026-06-03T22:47:00Z,normal-0538,normal_activity,Benign,GitHub,user-019,engineering-repo,list_assigned_issues,US,0.857,1,16,1,0.442,0.05,0,—,—
evt-68987a46788e,2026-06-03T22:57:00Z,normal-0539,normal_activity,Benign,Cloud,user-020,analytics-warehouse,run_approved_query,US,0.949,2,18,2,13.828,0.021,0,—,—
evt-a90d8695baf1,2026-06-03T23:00:00Z,normal-0540,normal_activity,Benign,Identity,user-021,workforce-sso,interactive_login,GB,0.792,2,14,1,0.797,0.101,0,—,—
evt-49c4cb5d25bb,2026-06-03T23:09:00Z,normal-0541,normal_activity,Benign,AI Agent,user-022,support-agent,agent_summarize_ticket,DE,0.819,2,32,1,0.173,0.118,0,—,—
evt-ac565752b595,2026-06-03T23:14:00Z,normal-0542,normal_activity,Benign,GitHub,user-023,engineering-repo,list_assigned_issues,SG,0.831,2,15,1,1.226,0.031,0,—,—
evt-77927eb24785,2026-06-03T23:24:00Z,normal-0543,normal_activity,Benign,Cloud,user-024,analytics-warehouse,run_approved_query,AU,0.812,2,30,2,7.123,0.047,0,—,—
evt-3890108788cb,2026-06-03T23:30:00Z,normal-0544,normal_activity,Benign,SaaS,user-025,document-store,read_project_document,IN,0.787,2,18,1,4.375,0.039,0,—,—
evt-04010b569024,2026-06-03T23:38:00Z,normal-0545,normal_activity,Benign,AI Agent,user-026,support-agent,agent_summarize_ticket,IN,0.979,2,36,1,0.945,0.19,0,—,—
evt-cb9dc6592694,2026-06-03T23:42:00Z,normal-0546,normal_activity,Benign,Cloud,user-027,analytics-warehouse,run_approved_query,US,0.841,2,16,2,3.814,0.062,0,—,—
evt-4849b44293a4,2026-06-03T23:52:00Z,normal-0547,normal_activity,Benign,Identity,user-028,workforce-sso,interactive_login,US,0.872,1,31,1,0.579,0.164,0,—,—
evt-11ca25bf765f,2026-06-04T00:00:00Z,normal-0548,normal_activity,Benign,Cloud,user-029,analytics-warehouse,run_approved_query,GB,0.889,2,1,2,11.374,0.156,0,—,—
evt-e89e18b96518,2026-06-04T00:06:00Z,normal-0549,normal_activity,Benign,Cloud,user-030,analytics-warehouse,run_approved_query,DE,0.927,2,30,2,9.419,0.19,0,—,—
evt-6f70e7a29377,2026-06-04T00:14:00Z,normal-0550,normal_activity,Benign,GitHub,user-031,engineering-repo,list_assigned_issues,SG,0.918,2,1,1,1.566,0.191,0,—,—
evt-fff037eb8721,2026-06-04T00:17:00Z,normal-0551,normal_activity,Benign,AI Agent,user-032,support-agent,agent_summarize_ticket,AU,0.899,2,6,1,1.154,0.14,0,—,—
evt-7534d5bc3a30,2026-06-04T00:26:00Z,normal-0552,normal_activity,Benign,Identity,user-033,workforce-sso,interactive_login,IN,0.864,2,3,1,0.736,0.087,0,—,—
evt-9af7e0df3c3d,2026-06-04T00:32:00Z,normal-0553,normal_activity,Benign,GitHub,user-034,engineering-repo,list_assigned_issues,IN,0.832,2,31,1,1.165,0.165,0,—,—
evt-3a56ac03e780,2026-06-04T00:42:00Z,normal-0554,normal_activity,Benign,GitHub,user-035,engineering-repo,list_assigned_issues,US,0.891,2,4,1,1.531,0.023,0,—,—
evt-26e0d3efd150,2026-06-04T00:47:00Z,normal-0555,normal_activity,Benign,AI Agent,user-036,support-agent,agent_summarize_ticket,US,0.978,2,24,1,0.845,0.178,0,—,—
evt-dcc66ff6c666,2026-06-04T00:52:00Z,normal-0556,normal_activity,Benign,Identity,user-037,workforce-sso,interactive_login,GB,0.804,2,10,1,0.188,0.114,0,—,—
evt-30cbd4045a68,2026-06-04T01:00:00Z,normal-0557,normal_activity,Benign,SaaS,user-038,document-store,read_project_document,DE,0.884,2,2,1,3.838,0.071,0,—,—
evt-cd78253a7188,2026-06-04T01:06:00Z,normal-0558,normal_activity,Benign,AI Agent,user-039,support-agent,agent_summarize_ticket,SG,0.855,2,21,1,0.57,0.112,0,—,—
evt-680070d24189,2026-06-04T01:17:00Z,normal-0559,normal_activity,Benign,SaaS,user-040,document-store,read_project_document,AU,0.954,2,24,1,2.782,0.214,0,—,—
evt-79b10a6c0939,2026-06-04T01:20:00Z,normal-0560,normal_activity,Benign,AI Agent,user-001,support-agent,agent_summarize_ticket,IN,0.843,2,10,1,0.325,0.044,0,—,—
evt-8ace9c1cb7fa,2026-06-04T01:27:00Z,normal-0561,normal_activity,Benign,AI Agent,user-002,support-agent,agent_summarize_ticket,IN,0.936,2,23,1,0.358,0.041,0,—,—
evt-befec2329fde,2026-06-04T01:37:00Z,normal-0562,normal_activity,Benign,Cloud,user-003,analytics-warehouse,run_approved_query,US,0.949,2,21,2,12.966,0.043,0,—,—
evt-50c0ed19d9d7,2026-06-04T01:45:00Z,normal-0563,normal_activity,Benign,AI Agent,user-004,support-agent,agent_summarize_ticket,US,0.927,2,29,1,0.506,0.081,0,—,—
evt-e27ba0015330,2026-06-04T01:48:00Z,normal-0564,normal_activity,Benign,Cloud,user-005,analytics-warehouse,run_approved_query,GB,0.916,2,23,2,8.162,0.029,0,—,—
evt-52e58d87329c,2026-06-04T01:55:00Z,normal-0565,normal_activity,Benign,SaaS,user-006,document-store,read_project_document,DE,0.785,2,29,1,1.332,0.152,0,—,—
evt-fc1530400888,2026-06-04T02:02:00Z,normal-0566,normal_activity,Benign,Identity,user-007,workforce-sso,interactive_login,SG,0.98,2,10,1,0.976,0.16,0,—,—
evt-c229694107de,2026-06-04T02:12:00Z,normal-0567,normal_activity,Benign,AI Agent,user-008,support-agent,agent_summarize_ticket,AU,0.799,2,29,1,1.469,0.166,0,—,—
evt-fdaadbc94539,2026-06-04T02:19:00Z,normal-0568,normal_activity,Benign,Cloud,user-009,analytics-warehouse,run_approved_query,IN,0.811,2,6,2,13.615,0.04,0,—,—
evt-ea450b3fb1c8,2026-06-04T02:25:00Z,normal-0569,normal_activity,Benign,Cloud,user-010,analytics-warehouse,run_approved_query,IN,0.799,2,18,2,1.86,0.097,0,—,—
evt-9e914602ef8a,2026-06-04T02:34:00Z,normal-0570,normal_activity,Benign,GitHub,user-011,engineering-repo,list_assigned_issues,US,0.902,1,20,1,1.838,0.185,0,—,—
evt-822c16bc703d,2026-06-04T02:39:00Z,normal-0571,normal_activity,Benign,GitHub,user-012,engineering-repo,list_assigned_issues,US,0.99,2,31,1,0.527,0.036,0,—,—
evt-ebce800240d0,2026-06-04T02:46:00Z,normal-0572,normal_activity,Benign,GitHub,user-013,engineering-repo,list_assigned_issues,GB,0.888,2,24,1,1.407,0.132,0,—,—
evt-580027c48f89,2026-06-04T02:55:00Z,normal-0573,normal_activity,Benign,GitHub,user-014,engineering-repo,list_assigned_issues,DE,0.893,2,17,1,1.403,0.044,0,—,—
evt-dff8fa337ad3,2026-06-04T02:58:00Z,normal-0574,normal_activity,Benign,GitHub,user-015,engineering-repo,list_assigned_issues,SG,0.872,2,23,1,1.417,0.02,0,—,—
evt-6694d8d78a9e,2026-06-04T03:07:00Z,normal-0575,normal_activity,Benign,Identity,user-016,workforce-sso,interactive_login,AU,0.912,2,21,1,0.53,0.193,0,—,—
evt-d9c13bf74b78,2026-06-04T03:14:00Z,normal-0576,normal_activity,Benign,SaaS,user-017,document-store,read_project_document,IN,0.783,2,24,1,4.248,0.174,0,—,—
evt-2ce1564c45bd,2026-06-04T03:22:00Z,normal-0577,normal_activity,Benign,SaaS,user-018,document-store,read_project_document,IN,0.955,2,34,1,5.483,0.188,0,—,—
evt-92d25f2f8e11,2026-06-04T03:30:00Z,normal-0578,normal_activity,Benign,SaaS,user-019,document-store,read_project_document,US,0.983,2,20,1,4.855,0.155,0,—,—
evt-dee89d0dc5e2,2026-06-04T03:34:00Z,normal-0579,normal_activity,Benign,GitHub,user-020,engineering-repo,list_assigned_issues,US,0.786,2,15,1,1.236,0.037,0,—,—
evt-0cc0ed4bafda,2026-06-04T03:41:00Z,normal-0580,normal_activity,Benign,Identity,user-021,workforce-sso,interactive_login,GB,0.797,2,28,1,0.688,0.019,0,—,—
evt-d15990330958,2026-06-04T03:47:00Z,normal-0581,normal_activity,Benign,Identity,user-022,workforce-sso,interactive_login,DE,0.795,2,7,1,0.033,0.174,0,—,—
evt-b5bca893161b,2026-06-04T03:58:00Z,normal-0582,normal_activity,Benign,GitHub,user-023,engineering-repo,list_assigned_issues,SG,0.989,2,11,1,0.451,0.19,0,—,—
evt-a04a160f6317,2026-06-04T04:05:00Z,normal-0583,normal_activity,Benign,SaaS,user-024,document-store,read_project_document,AU,0.937,2,11,1,3.507,0.199,0,—,—
evt-c57e69334ad1,2026-06-04T04:12:00Z,normal-0584,normal_activity,Benign,Cloud,user-025,analytics-warehouse,run_approved_query,IN,0.861,2,29,2,12.966,0.151,0,—,—
evt-3de4e5e71e5b,2026-06-04T04:15:00Z,normal-0585,normal_activity,Benign,Identity,user-026,workforce-sso,interactive_login,IN,0.948,2,30,1,0.181,0.033,0,—,—
evt-cf069567c65d,2026-06-04T04:23:00Z,normal-0586,normal_activity,Benign,Cloud,user-027,analytics-warehouse,run_approved_query,US,0.805,2,20,2,10.388,0.154,0,—,—
evt-9f3324c6b9ad,2026-06-04T04:32:00Z,normal-0587,normal_activity,Benign,Cloud,user-028,analytics-warehouse,run_approved_query,US,0.987,2,1,2,6.564,0.22,0,—,—
evt-7393c346eb30,2026-06-04T04:39:00Z,normal-0588,normal_activity,Benign,Cloud,user-029,analytics-warehouse,run_approved_query,GB,0.868,2,7,2,9.795,0.166,0,—,—
evt-61a5e9987af0,2026-06-04T04:44:00Z,normal-0589,normal_activity,Benign,Identity,user-030,workforce-sso,interactive_login,DE,0.831,2,32,1,0.065,0.068,0,—,—
evt-cd7df53c03d2,2026-06-04T04:54:00Z,normal-0590,normal_activity,Benign,AI Agent,user-031,support-agent,agent_summarize_ticket,SG,0.989,2,33,1,0.599,0.069,0,—,—
evt-415d7218e0c4,2026-06-04T05:00:00Z,normal-0591,normal_activity,Benign,Identity,user-032,workforce-sso,interactive_login,AU,0.942,2,32,1,0.108,0.152,0,—,—
evt-a145b07ea21b,2026-06-04T05:05:00Z,normal-0592,normal_activity,Benign,Identity,user-033,workforce-sso,interactive_login,IN,0.925,2,32,1,0.383,0.176,0,—,—
evt-0fa739054660,2026-06-04T05:12:00Z,normal-0593,normal_activity,Benign,AI Agent,user-034,support-agent,agent_summarize_ticket,IN,0.9,2,3,1,1.233,0.218,0,—,—
evt-99b7c4c3e2c4,2026-06-04T05:18:00Z,normal-0594,normal_activity,Benign,AI Agent,user-035,support-agent,agent_summarize_ticket,US,0.925,2,11,1,0.146,0.113,0,—,—
